,NCESID,NAME,ADDRESS,CITY,STATE,ZIP,TYPE,STATUS,POPULATION,COUNTY,COUNTYFIPS,NAICS_CODE,NAICS_DESC,LEVEL,ENROLLMENT,START_GRAD,END_GRADE,FT_TEACHER,YEAR
17452,01326735,ST PAUL LUTHERAN SCHOOL,1800 W FWY,FORT WORTH,TX,76102,1,1,210,TARRANT,48439,611110,ELEMENTARY AND SECONDARY SCHOOLS,1,192,2,13,18,2009
17453,A0771713,A HABITAT FOR LEARNING,3242 BELTWAY S,ABILENE,TX,79606,6,1,32,TAYLOR,48441,611110,ELEMENTARY AND SECONDARY SCHOOLS,3,30,2,17,2,2010
17454,01322672,OUR LADY OF VICTORY SCHOOL,1311 E MESQUITE LN,VICTORIA,TX,77901,1,1,423,VICTORIA,48469,611110,ELEMENTARY AND SECONDARY SCHOOLS,1,390,2,13,33,2009
17455,01326134,CHRIST ACADEMY,5105 STONE LAKE DR,WICHITA FALLS,TX,76310,1,1,276,WICHITA,48485,611110,ELEMENTARY AND SECONDARY SCHOOLS,3,254,2,17,22,2010
17484,A0903491,CALVARY EPISCOPAL SCHOOL,603 SPRING ST,BASTROP,TX,78602,1,1,98,BASTROP,48021,611110,ELEMENTARY AND SECONDARY SCHOOLS,1,90,2,11,8,2012
17505,A0903482,AMERICAN MONTESSORI CAMPUS,6529 W PLANO PKWY STE A,PLANO,TX,75093,2,1,22,COLLIN,48085,611110,ELEMENTARY AND SECONDARY SCHOOLS,1,20,2,3,2,2012
17506,A0903632,UNIVERSITY CHRISTIAN CHURCH WEEKDAY SCHOOL,2720 S UNIVERSITY DR,FORT WORTH,TX,76109,6,1,17,TARRANT,48439,611110,ELEMENTARY AND SECONDARY SCHOOLS,1,15,2,4,2,2012
17510,A9703319,ATHENS CHRISTIAN ACADEMY,105 S CARROLL ST,ATHENS,TX,75751,1,1,85,HENDERSON,48213,611110,ELEMENTARY AND SECONDARY SCHOOLS,1,77,3,11,8,2012
17527,A0771841,PRIMROSE SCHOOL OF ROUND ROCK AT FOREST CREEK,3313 FOREST CREEK DR,ROUND ROCK,TX,78664,7,1,15,WILLIAMSON,48491,611110,ELEMENTARY AND SECONDARY SCHOOLS,1,14,2,3,1,2012
17571,A1503700,GRACE COMMUNITY SCHOOL,3025 UNIVERSITY BLVD,TYLER,TX,75701,1,1,964,SMITH,48423,611110,ELEMENTARY AND SECONDARY SCHOOLS,3,892,2,17,72,2018
17573,A1303480,SOUTHWEST CHRISTIAN SCHOOL-PREP CAMPUS,6901 ALTAMESA BLVD,FORT WORTH,TX,76123,1,1,786,TARRANT,48439,611110,ELEMENTARY AND SECONDARY SCHOOLS,3,704,2,17,82,2018
17577,BB943458,STEP BY STEP CHRISTIAN SCHOOL,1119 S CHERRY ST,TOMBALL,TX,77375,1,1,87,HARRIS,48201,611110,ELEMENTARY AND SECONDARY SCHOOLS,1,77,2,13,10,2009
17589,A9300957,MEMORIAL CHRISTIAN ACADEMY,4001 TRIMMIER RD,KILLEEN,TX,76542,1,1,187,BELL,48027,611110,ELEMENTARY AND SECONDARY SCHOOLS,3,170,2,17,17,2012
17602,A0109322,AL-HADI SCHOOL OF ACCELERATIVE LEARNING,2313 S VOSS RD,HOUSTON,TX,77057,1,1,223,HARRIS,48201,611110,ELEMENTARY AND SECONDARY SCHOOLS,3,205,2,17,18,2014
17603,A1171653,APPLESEED ACADEMY,4346 N GALLOWAY AVE,MESQUITE,TX,75150,1,1,19,DALLAS,48113,611110,ELEMENTARY AND SECONDARY SCHOOLS,1,16,2,7,3,2014
17604,A1102165,GARLAND CHRISTIAN ADVENTIST SCHOOL,1702 E CENTERVILLE RD,GARLAND,TX,75041,1,1,17,DALLAS,48113,611110,ELEMENTARY AND SECONDARY SCHOOLS,1,14,2,10,3,2014
17605,A1102179,KINGDOM HEIGHTS CHRISTIAN SCHOOL,14 CHISHOLM TRL,ROUND ROCK,TX,78681,1,1,29,WILLIAMSON,48491,611110,ELEMENTARY AND SECONDARY SCHOOLS,1,25,2,12,4,2014
17606,A1190094,TEXAS SUCCESS ACADEMY,1400 W MAYFIELD RD BLDG 350,ARLINGTON,TX,76015,1,1,193,TARRANT,48439,611110,ELEMENTARY AND SECONDARY SCHOOLS,3,187,6,17,6,2014
17620,A1503644,AGAPE CHRISTIAN ACADEMY,3116 W STATE HIGHWAY 22,CORSICANA,TX,75110,1,1,104,NAVARRO,48349,611110,ELEMENTARY AND SECONDARY SCHOOLS,3,95,2,17,9,2018
17650,A1303396,HOUSTON PEACE ACADEMY,16700 OLD LOUETTA RD,SPRING,TX,77379,1,1,101,HARRIS,48201,611110,ELEMENTARY AND SECONDARY SCHOOLS,1,85,2,10,16,2018
18133,01322173,ST MARY'S ELEMENTARY SCHOOL,202 S ORANGE ST,FREDERICKSBURG,TX,78624,1,1,233,GILLESPIE,48171,611110,ELEMENTARY AND SECONDARY SCHOOLS,1,215,2,13,18,2010
18134,A9300916,TRINITY SCHOOL OF TEXAS,215 N TEAGUE ST,LONGVIEW,TX,75601,1,1,276,GREGG,48183,611110,ELEMENTARY AND SECONDARY SCHOOLS,3,249,2,17,27,2010
18135,BB021816,LAKEWOOD MONTESSORI SCHOOL,12127 MALCOMSON RD,HOUSTON,TX,77070,2,1,36,HARRIS,48201,611110,ELEMENTARY AND SECONDARY SCHOOLS,1,30,2,3,6,2010
18136,BB061484,YELLOWSTONE ACADEMY,3000 TRULLEY ST,HOUSTON,TX,77004,1,1,294,HARRIS,48201,611110,ELEMENTARY AND SECONDARY SCHOOLS,1,273,2,13,21,2010
18146,02163405,WESTBURY CHRISTIAN SCHOOL,10420 HILLCROFT ST,HOUSTON,TX,77096,1,1,495,HARRIS,48201,611110,ELEMENTARY AND SECONDARY SCHOOLS,3,444,2,17,51,2010
18147,A0303079,NORTH CENTRAL TEXAS ACADEMY,3846 N HWY 144,GRANBURY,TX,76048,1,1,220,SOMERVELL,48425,611110,ELEMENTARY AND SECONDARY SCHOOLS,3,187,2,17,33,2010
18148,01327091,EPIPHANY EPISCOPAL SCHOOL,206 N 3RD ST,KINGSVILLE,TX,78363,2,1,6,KLEBERG,48273,611110,ELEMENTARY AND SECONDARY SCHOOLS,1,4,2,4,2,2009
18149,01324534,JAMES L COLLINS CATHOLIC SCHOOL,3000 W STATE HIGHWAY 22,CORSICANA,TX,75110,1,1,121,NAVARRO,48349,611110,ELEMENTARY AND SECONDARY SCHOOLS,1,107,2,13,14,2009
18150,A9504100,MONTESSORI SCHOOL-CORPUS CHRISTI,901C BRAWNER PKWY,CORPUS CHRISTI,TX,78411,2,1,15,NUECES,48355,611110,ELEMENTARY AND SECONDARY SCHOOLS,1,8,2,3,7,2010
18151,01326575,ST PAUL LUTHERAN SCHOOL,801 E MAIN ST,BISHOP,TX,78343,1,1,18,NUECES,48355,611110,ELEMENTARY AND SECONDARY SCHOOLS,1,16,2,10,2,2009
18152,A0109500,THE BROOK HILL SCHOOL,1051 N HOUSTON ST,BULLARD,TX,75757,1,1,695,SMITH,48423,611110,ELEMENTARY AND SECONDARY SCHOOLS,3,631,2,17,64,2010
18153,01327422,ST PAUL LUTHERAN SCHOOL,101 N 3RD ST,THORNDALE,TX,76577,1,1,93,MILAM,48331,611110,ELEMENTARY AND SECONDARY SCHOOLS,1,84,2,13,9,2010
18154,A9703372,PARAGON PREPARATORY INC,2001 W KOENIG LN,AUSTIN,TX,78756,1,1,153,TRAVIS,48453,611110,ELEMENTARY AND SECONDARY SCHOOLS,1,140,10,13,13,2010
18155,K9306083,GOOD SHEPHERD EPISCOPAL SCHOOL,3201 WINDSOR RD,AUSTIN,TX,78703,7,1,13,TRAVIS,48453,611110,ELEMENTARY AND SECONDARY SCHOOLS,1,11,2,3,2,2010
18156,01322151,ST PHILIP THE APOSTLE CATHOLIC SCHOOL,302 W CHURCH ST,EL CAMPO,TX,77437,1,1,280,WHARTON,48481,611110,ELEMENTARY AND SECONDARY SCHOOLS,1,252,2,13,28,2010
18157,A0303128,ST HELEN CATHOLIC SCHOOL,2700 E UNIVERSITY AVE,GEORGETOWN,TX,78626,1,1,175,WILLIAMSON,48491,611110,ELEMENTARY AND SECONDARY SCHOOLS,1,161,2,13,14,2010
18191,AA000432,EAST TEXAS CHRISTIAN ACADEMY,2448 ROY RD,TYLER,TX,75707,1,1,178,SMITH,48423,611110,ELEMENTARY AND SECONDARY SCHOOLS,3,158,2,17,20,2012
18192,BB021880,CINCO RANCH MONTESSORI,2530 S PEEK RD,KATY,TX,77450,2,1,11,FORT BEND,48157,611110,ELEMENTARY AND SECONDARY SCHOOLS,1,6,2,3,5,2012
18208,BB943198,MEMORIAL CREME DE LA CREME,12707 QUEENSBURY LN,HOUSTON,TX,77024,7,1,15,HARRIS,48201,611110,ELEMENTARY AND SECONDARY SCHOOLS,1,13,2,4,2,2014
18209,01328415,THE TENNEY SCHOOL,3500 S GESSNER RD STE 200,HOUSTON,TX,77063,1,1,88,HARRIS,48201,611110,ELEMENTARY AND SECONDARY SCHOOLS,3,60,11,17,28,2014
18210,A1102227,BLOOMING SCHOLARS MONTESSORI SCHOOL,405 W MAINT ST,ROUND ROCK,TX,78664,2,1,45,WILLIAMSON,48491,611110,ELEMENTARY AND SECONDARY SCHOOLS,1,40,2,7,5,2014
18211,A1102229,WESTERN ACADEMY,1511 BUTLERCREST ST,HOUSTON,TX,77080,1,1,249,HARRIS,48201,611110,ELEMENTARY AND SECONDARY SCHOOLS,1,227,8,13,22,2014
18225,BB162753,CYPRESSWOOD MONTESSORI,18323 KUYKENDAHL RD,SPRING,TX,77379,2,1,8,HARRIS,48201,611110,ELEMENTARY AND SECONDARY SCHOOLS,1,6,2,3,2,2018
18226,BB141030,FIRST PROTESTANT CHURCH SCHOOL,172 W COLL ST,NEW BRAUNFELS,TX,78130,6,1,78,COMAL,48091,611110,ELEMENTARY AND SECONDARY SCHOOLS,1,42,2,4,36,2018
18227,A1503690,FOCUS ON THE FUTURE TRAINING CENTER,1717 W PLANO PKWY,PLANO,TX,75075,4,1,22,COLLIN,48085,611110,ELEMENTARY AND SECONDARY SCHOOLS,3,19,3,17,3,2018
18348,01322322,HOLY NAME CATHOLIC SCHOOL,3814 NASH BLVD,SAN ANTONIO,TX,78223,1,1,175,BEXAR,48029,611110,ELEMENTARY AND SECONDARY SCHOOLS,1,166,2,13,9,2010
18349,02186150,OUR LADY QUEEN OF PEACE CATHOLIC SCHOOL,1600 HWY 2004,RICHWOOD,TX,77531,1,1,195,BRAZORIA,48039,611110,ELEMENTARY AND SECONDARY SCHOOLS,1,181,2,13,14,2009
18350,01323687,ST ANTHONY CATHOLIC SCHOOL,1015 E HARRISON AVE,HARLINGEN,TX,78550,1,1,143,CAMERON,48061,611110,ELEMENTARY AND SECONDARY SCHOOLS,1,141,2,13,2,2009
18351,01324498,HOLY TRINITY CATHOLIC SCHOOL,3815 OAK LAWN AVE,DALLAS,TX,75219,1,1,118,DALLAS,48113,611110,ELEMENTARY AND SECONDARY SCHOOLS,1,105,2,13,13,2010
18353,A0771842,PRIMROSE SCHOOL OF ROWLETT,8401 LIBERTY GROVE RD,ROWLETT,TX,75089,6,1,11,DALLAS,48113,611110,ELEMENTARY AND SECONDARY SCHOOLS,1,10,2,3,1,2010
18354,A9904200,DALLAS CHRISTIAN SCHOOL,1515 REPUBLIC PKWY,MESQUITE,TX,75150,7,1,25,DALLAS,48113,611110,ELEMENTARY AND SECONDARY SCHOOLS,1,23,2,4,2,2010
18355,A9703337,IMMACULATE CONCEPTION CATHOLIC SCHOOL,2301 N BONNIE BRAE ST,DENTON,TX,76207,1,1,228,DENTON,48121,611110,ELEMENTARY AND SECONDARY SCHOOLS,1,209,2,13,19,2011
18356,AA000163,EL PASO BRIDGES ACADEMY,4320 N STANTON,EL PASO,TX,79902,4,1,70,EL PASO,48141,611110,ELEMENTARY AND SECONDARY SCHOOLS,3,59,6,14,11,2010
18357,01915094,THE EMERY/WEINER SCHOOL,9825 STELLA LINK,HOUSTON,TX,77025,1,1,573,HARRIS,48201,611110,ELEMENTARY AND SECONDARY SCHOOLS,3,510,11,17,63,2010
18358,BB981477,GREYSTONE HOUSE MONTESSORI SCHOOL,17710 S CYPRESS VILLAS DR,SPRING,TX,77379,2,1,10,HARRIS,48201,611110,ELEMENTARY AND SECONDARY SCHOOLS,1,8,3,3,2,2010
18366,A0903541,LEON VALLEY CHRISTIAN ACADEMY,7990 GRISSOM RD,SAN ANTONIO,TX,78251,1,1,83,BEXAR,48029,611110,ELEMENTARY AND SECONDARY SCHOOLS,1,73,2,13,10,2012
18375,BB101407,JAPANESE EDUCATIONAL INSTITUTE,901 YORKCHESTER DR,HOUSTON,TX,77079,3,1,577,HARRIS,48201,611110,ELEMENTARY AND SECONDARY SCHOOLS,3,572,3,17,5,2012
18377,A0702293,EL DORADO MONTESSORI SCHOOL,11600 TEEL PKWY,FRISCO,TX,75033,2,1,11,DENTON,48121,611110,ELEMENTARY AND SECONDARY SCHOOLS,1,5,2,3,6,2012
18392,A0503378,LEGACY CHRISTIAN ACADEMY,8200 HWY 105,BEAUMONT,TX,77713,1,1,447,JEFFERSON,48245,611110,ELEMENTARY AND SECONDARY SCHOOLS,3,403,2,17,44,2012
18394,01323949,SS. CYRIL & METHODIUS CATHOLIC SCHOOL,5002 KOSTORYZ RD,CORPUS CHRISTI,TX,78415,1,1,199,NUECES,48355,611110,ELEMENTARY AND SECONDARY SCHOOLS,1,193,2,10,6,2012
18429,BB162784,MONTESSORI RAINBOW SCHOOL,2600 FIREWHEEL DR,FLOWER MOUND,TX,75028,2,1,5,DENTON,48121,611110,ELEMENTARY AND SECONDARY SCHOOLS,3,3,2,2,2,2018
18433,A1102157,CYPRESS CREEK CHILDREN'S MONTESSORI SCHOOL,13405 MAIN ST,FRISCO,TX,75035,2,1,79,COLLIN,48085,611110,ELEMENTARY AND SECONDARY SCHOOLS,1,75,2,4,4,2018
18434,A1303458,PRIMROSE SCHOOL OF SHADY HOLLOW,12341 BRODIE LN,AUSTIN,TX,78748,6,1,46,TRAVIS,48453,611110,ELEMENTARY AND SECONDARY SCHOOLS,1,44,2,4,2,2018
18435,A1503776,ST ANTHONY OF PADUA CATHOLIC SCHOOL,7901 BAY BRANCH DR,THE WOODLANDS,TX,77382,1,1,460,MONTGOMERY,48339,611110,ELEMENTARY AND SECONDARY SCHOOLS,1,421,2,13,39,2018
18545,BB182712,EASTRIDGE PARK CHRISTIAN CHURCH,2701 N TOWN E BLVD,MESQUITE,TX,75150,7,1,8,DALLAS,48113,611110,ELEMENTARY AND SECONDARY SCHOOLS,1,7,2,3,1,2019
18546,BB170393,SEMINOLE MENNONITE SCHOOL,1500 SE 5TH,SEMINOLE,TX,79360,1,1,291,GAINES,48165,611110,ELEMENTARY AND SECONDARY SCHOOLS,3,267,3,17,24,2019
18547,BB162880,AUSTIN MONTESSORI SCHOOL INC,5006 SUNSET TRL,AUSTIN,TX,78745,2,1,284,TRAVIS,48453,611110,ELEMENTARY AND SECONDARY SCHOOLS,3,264,2,14,20,2019
18548,A1171661,MONA MONTESSORI GREENTREE BILLIANCE,4440 SIGMA RD,FARMERS BRANCH,TX,75244,2,1,96,DALLAS,48113,611110,ELEMENTARY AND SECONDARY SCHOOLS,1,90,2,3,6,2019
18549,A1503768,RAINBOW STATION CEDAR PARK,11651 W PARMER LN,CEDAR PARK,TX,78613,1,1,486,WILLIAMSON,48491,611110,ELEMENTARY AND SECONDARY SCHOOLS,1,440,2,12,46,2019
18550,A1503799,SYCAMORE ACADEMY,106 S OLD BETSY RD,KEENE,TX,76059,1,1,80,JOHNSON,48251,611110,ELEMENTARY AND SECONDARY SCHOOLS,3,69,3,17,11,2019
18551,A1703590,THE GALVESTON MULTICULTURAL ACADEMY,1111 32ND ST,GALVESTON,TX,77550,6,1,22,GALVESTON,48167,611110,ELEMENTARY AND SECONDARY SCHOOLS,3,20,3,17,2,2019
18560,01327604,OUR SAVIOR LUTHERAN SCHOOL,5000 W TIDWELL RD,HOUSTON,TX,77091,1,1,216,HARRIS,48201,611110,ELEMENTARY AND SECONDARY SCHOOLS,1,200,2,13,16,2010
18561,BB061526,D.A.V. MONTESSORI SCHOOL,14375 SCHILLER RD,HOUSTON,TX,77082,1,1,53,HARRIS,48201,611110,ELEMENTARY AND SECONDARY SCHOOLS,1,46,2,10,7,2010
18643,A0109497,MONTESSORI SCHOOLS OF CENTRAL TEXAS(TEMPLE CAMPUS),1302 S 27TH ST,TEMPLE,TX,76504,2,1,15,BELL,48027,611110,ELEMENTARY AND SECONDARY SCHOOLS,1,13,2,3,2,2010
18644,02059802,FIRST BAPTIST ACADEMY OF UNIVERSAL CITY,1401 PAT BOOKER RD,UNIVERSAL CITY,TX,78148,1,1,379,BEXAR,48029,611110,ELEMENTARY AND SECONDARY SCHOOLS,3,350,2,17,29,2010
18645,AA001262,SALEM SAYERS BAPTIST ACADEMY,5212 FM 1628,ADKINS,TX,78101,1,1,63,BEXAR,48029,611110,ELEMENTARY AND SECONDARY SCHOOLS,3,56,2,14,7,2010
18646,A0303078,GUADALUPE REGIONAL MIDDLE SCHOOL,1214 LINCOLN ST,BROWNSVILLE,TX,78521,1,1,76,CAMERON,48061,611110,ELEMENTARY AND SECONDARY SCHOOLS,1,69,11,13,7,2010
18647,A0303076,GREAT LAKES ACADEMY,6000 CUSTER RD BLDG 7,PLANO,TX,75023,4,1,103,COLLIN,48085,611110,ELEMENTARY AND SECONDARY SCHOOLS,3,88,8,17,15,2010
18648,A0771884,WHITE DOVE MONTESSORI SCHOOL,2412 LOFTSMOOR LN,PLANO,TX,75025,2,1,3,COLLIN,48085,611110,ELEMENTARY AND SECONDARY SCHOOLS,1,2,2,3,1,2010
18649,01326112,GOOD SHEPHERD EPISCOPAL SCHOOL,11110 MIDWAY RD,DALLAS,TX,75229,1,1,560,DALLAS,48113,611110,ELEMENTARY AND SECONDARY SCHOOLS,1,501,2,13,59,2010
18650,A0109386,GREENHILL SCHOOL,4141 SPRING VALLEY RD,ADDISON,TX,75001,1,1,1417,DALLAS,48113,611110,ELEMENTARY AND SECONDARY SCHOOLS,3,1277,2,17,140,2010
18651,A0503430,LAKEWOOD MONTESSORI SCHOOL,6210 E MOCKINGBIRD LN,DALLAS,TX,75214,2,1,50,DALLAS,48113,611110,ELEMENTARY AND SECONDARY SCHOOLS,1,42,2,11,8,2010
18652,01324443,OUR LADY OF PERPETUAL HELP SCHOOL,7625 CORTLAND AVE,DALLAS,TX,75235,1,1,174,DALLAS,48113,611110,ELEMENTARY AND SECONDARY SCHOOLS,1,161,2,13,13,2010
18653,A9504169,SUGAR CREEK MONTESSORI SCHOOL,615 DULLES AVE,STAFFORD,TX,77477,2,1,54,FORT BEND,48157,611110,ELEMENTARY AND SECONDARY SCHOOLS,1,48,2,8,6,2010
18654,A0303087,HUMBLE CHRISTIAN SCHOOL,16202 OLD HUMBLE RD,HUMBLE,TX,77396,1,1,281,HARRIS,48201,611110,ELEMENTARY AND SECONDARY SCHOOLS,3,255,2,17,26,2010
18655,A0503461,ST JOHN XXIII COLLEGE PRREPARATORY,1800 W GRAND PKWY N,KATY,TX,77449,1,1,453,HARRIS,48201,611110,ELEMENTARY AND SECONDARY SCHOOLS,2,411,14,17,42,2010
18656,BB041551,EPIPHANY LUTHERAN SCHOOL,14423 W RD,HOUSTON,TX,77041,1,1,124,HARRIS,48201,611110,ELEMENTARY AND SECONDARY SCHOOLS,1,113,2,13,11,2010
18668,AA001238,ROSEHILL CHRISTIAN SCHOOL,19830 FM 2920 RD,TOMBALL,TX,77377,1,1,458,HARRIS,48201,611110,ELEMENTARY AND SECONDARY SCHOOLS,3,410,2,17,48,2009
18669,01329419,MID VALLEY CHRISTIAN SCHOOL,417 S WESTGATE DR,WESLACO,TX,78596,1,1,92,HIDALGO,48215,611110,ELEMENTARY AND SECONDARY SCHOOLS,3,83,2,17,9,2010
18670,A9904211,FAITH CHRISTIAN ACADEMY,4301 N SHARY RD,PALMHURST,TX,78573,1,1,110,HIDALGO,48215,611110,ELEMENTARY AND SECONDARY SCHOOLS,3,95,2,17,15,2010
18671,01635266,BURLESON ADVENTIST SCHOOL,1635 FOX LN,BURLESON,TX,76028,1,1,103,JOHNSON,48251,611110,ELEMENTARY AND SECONDARY SCHOOLS,1,95,2,13,8,2010
18672,01323177,ST MARYS SCHOOL,507 W SPRUCE,WEST,TX,76691,1,1,126,MCLENNAN,48309,611110,ELEMENTARY AND SECONDARY SCHOOLS,1,112,2,13,14,2009
18673,01329113,ST PAULS EPISCOPAL DAY SCHOOL,517 COLUMBUS AVE,WACO,TX,76701,1,1,78,MCLENNAN,48309,611110,ELEMENTARY AND SECONDARY SCHOOLS,1,67,2,11,11,2009
18674,BB912624,THE JOHN COOPER SCHOOL,ONE JOHN COOPER DR,THE WOODLANDS,TX,77381,3,1,1299,MONTGOMERY,48339,611110,ELEMENTARY AND SECONDARY SCHOOLS,3,1184,2,17,115,2010
18675,A9703322,FT WORTH SAVE OUR CHILDREN,4215 AVE M,FORT WORTH,TX,76105,1,1,52,TARRANT,48439,611110,ELEMENTARY AND SECONDARY SCHOOLS,1,46,2,12,6,2010
18676,AA001072,NORTH PARK CHRISTIAN ACADEMY,7025 MID CITIES BLVD,FORT WORTH,TX,76182,1,1,20,TARRANT,48439,611110,ELEMENTARY AND SECONDARY SCHOOLS,1,16,2,9,4,2009
18677,A0109318,ALL SAINTS EPISCOPAL SCHOOL,9700 SAINTS CIR,FORT WORTH,TX,76108,3,1,1008,TARRANT,48439,611110,ELEMENTARY AND SECONDARY SCHOOLS,3,904,2,17,104,2010
18678,02062484,LAKE COUNTRY CHRISTIAN SCHOOL,7050 LAKE COUNTRY DR,FORT WORTH,TX,76179,1,1,433,TARRANT,48439,611110,ELEMENTARY AND SECONDARY SCHOOLS,3,390,2,17,43,2009
18679,01324909,ST ANDREW CATHOLIC,3304 DRYDEN RD,FORT WORTH,TX,76109,1,1,611,TARRANT,48439,611110,ELEMENTARY AND SECONDARY SCHOOLS,1,565,2,13,46,2009
18680,02121737,ST MICHAEL'S CATHOLIC ACADEMY,3000 BARTON CREEK BLVD,AUSTIN,TX,78735,1,1,401,TRAVIS,48453,611110,ELEMENTARY AND SECONDARY SCHOOLS,2,365,14,17,36,2010
18681,A0503453,ODYSSEY SCHOOL,4407 RED RIVER ST,AUSTIN,TX,78751,4,1,45,TRAVIS,48453,611110,ELEMENTARY AND SECONDARY SCHOOLS,3,35,10,17,10,2010
18682,AA000543,FIRST BAPTIST CHURCH SCHOOL,302 PAHL ST,BRENHAM,TX,77833,1,1,126,WASHINGTON,48477,611110,ELEMENTARY AND SECONDARY SCHOOLS,1,115,2,11,11,2010
18704,A0903489,BRECKINRIDGE MONTESSORI SCHOOL,3900 BRECKENRIDGE BLVD,RICHARDSON,TX,75082,2,1,117,COLLIN,48085,611110,ELEMENTARY AND SECONDARY SCHOOLS,1,105,2,9,12,2012
18724,01325979,ST MICHAELS EPISCOPAL SCHOOL,2500 S COLLEGE AVE,BRYAN,TX,77801,1,1,49,BRAZOS,48041,611110,ELEMENTARY AND SECONDARY SCHOOLS,3,38,2,17,11,2012
18768,K9305931,MESSIAH LUTHERAN LAMBS EARLY CHILDHOOD SCHOOL,1801 W PLANO PKWY,PLANO,TX,75075,6,1,3,COLLIN,48085,611110,ELEMENTARY AND SECONDARY SCHOOLS,1,2,2,3,1,2014
18769,A1102204,SILVERLINE MONTESSORI SCHOOL - SHADOW CREEK,2080 REFLECTION BAY DR,PEARLAND,TX,77584,2,1,135,BRAZORIA,48039,611110,ELEMENTARY AND SECONDARY SCHOOLS,1,101,2,8,34,2014
18770,01325119,ST CECILIA CATHOLIC SCHOOL,11740 JOAN OF ARC DR,HOUSTON,TX,77024,1,1,566,HARRIS,48201,611110,ELEMENTARY AND SECONDARY SCHOOLS,1,522,2,13,44,2014
18771,A1102225,TRENT INTERNATIONAL SCHOOL,2553 CORDES DR,SUGAR LAND,TX,77479,1,1,54,FORT BEND,48157,611110,ELEMENTARY AND SECONDARY SCHOOLS,3,40,2,17,14,2014
18867,A1303509,XAVIER EDUCATIONAL ACADEMY,3642 UNIVERSITY BLVD STE 101,HOUSTON,TX,77005,1,1,148,HARRIS,48201,611110,ELEMENTARY AND SECONDARY SCHOOLS,3,117,10,17,31,2018
19336,BB182537,CORNERSTONE CHRISTIAN ACADEMY,2140 FIRST COLONY BLVD,SUGAR LAND,TX,77479,1,1,289,HARRIS,48157,611110,ELEMENTARY AND SECONDARY SCHOOLS,1,263,2,13,26,2019
19337,A1790508,SPACE CITY PREPARATORY,3519 BURKE RD,PASADENA,TX,77504,1,1,68,HARRIS,48201,611110,ELEMENTARY AND SECONDARY SCHOOLS,3,60,2,17,8,2019
19349,A0771724,AUSTIN INTERNATIONAL SCHOOL,4001 ADELPHI LN,AUSTIN,TX,78727,3,1,168,TRAVIS,48453,611110,ELEMENTARY AND SECONDARY SCHOOLS,1,152,2,11,16,2010
19414,BB041559,KARDIA CHRISTIAN ACADEMY,10555 SPRING CYPRESS RD,HOUSTON,TX,77070,1,1,48,HARRIS,48201,611110,ELEMENTARY AND SECONDARY SCHOOLS,1,41,3,11,7,2010
19415,BB943609,WEST MONTESSORI SCHOOL OF COPPERFIELD,15810 LONGENBAUGH DR,HOUSTON,TX,77095,2,1,10,HARRIS,48201,611110,ELEMENTARY AND SECONDARY SCHOOLS,1,7,2,3,3,2010
19416,A9504120,THE COVENANT PREPARATORY SCHOOL,1711 HAMBLEN RD,KINGWOOD,TX,77339,1,1,337,HARRIS,48201,611110,ELEMENTARY AND SECONDARY SCHOOLS,3,303,2,17,34,2010
19429,A0903531,ILM ACADEMY,1209 CONRAD SAUER DR,HOUSTON,TX,77043,1,1,182,HARRIS,48201,611110,ELEMENTARY AND SECONDARY SCHOOLS,1,155,2,13,27,2012
19433,E9416511,SPRING WOODS WEEKDAY MINISTRIES,1711 CYPRESS CREEK PKWY,HOUSTON,TX,77090,7,1,6,HARRIS,48201,611110,ELEMENTARY AND SECONDARY SCHOOLS,1,5,2,3,1,2012
19786,A9503996,EAST TEXAS CHRISTIAN SCHOOL,5621 S FM 2087,LONGVIEW,TX,75603,1,1,167,GREGG,48183,611110,ELEMENTARY AND SECONDARY SCHOOLS,3,131,2,17,36,2010
19787,01325276,STRAKE JESUIT COLLEGE PREP SCHOOL,8900 BELLAIRE BLVD,HOUSTON,TX,77036,1,1,1123,HARRIS,48201,611110,ELEMENTARY AND SECONDARY SCHOOLS,2,1018,14,17,105,2010
19788,BB981454,FIVE STAR MONTESSORI SCHOOL,13260 FORKLAND LN,HOUSTON,TX,77077,2,1,10,HARRIS,48201,611110,ELEMENTARY AND SECONDARY SCHOOLS,1,6,2,3,4,2010
19803,BB943633,HOLY TRINITY DAY SCHOOL,13207 ORLEANS ST,HOUSTON,TX,77015,1,1,9,HARRIS,48201,611110,ELEMENTARY AND SECONDARY SCHOOLS,1,7,2,7,2,2010
19804,01325491,ST JOSEPH CATHOLIC SCHOOL,1811 CAROLINA ST,BAYTOWN,TX,77520,1,1,106,HARRIS,48201,611110,ELEMENTARY AND SECONDARY SCHOOLS,1,95,2,13,11,2010
19805,01325662,ST VINCENT DE PAUL CATHOLIC SCHOOL,6802 BUFFALO SPEEDWAY,HOUSTON,TX,77025,1,1,496,HARRIS,48201,611110,ELEMENTARY AND SECONDARY SCHOOLS,1,465,2,13,31,2009
19806,02061571,AGAPE CHRISTIAN SCHOOL,1401 E 24TH ST,MISSION,TX,78574,1,1,50,HIDALGO,48215,611110,ELEMENTARY AND SECONDARY SCHOOLS,1,43,2,11,7,2010
