,NCESID,NAME,ADDRESS,CITY,STATE,ZIP,TYPE,STATUS,POPULATION,COUNTY,COUNTYFIPS,NAICS_CODE,NAICS_DESC,LEVEL,ENROLLMENT,START_GRAD,END_GRADE,FT_TEACHER,YEAR
8297,A1303463,PRIMROSE WEST PLANO,6480 W PLANO PKWY,DALLAS,TX,75252,7,1,11,COLLIN,48085,611110,ELEMENTARY AND SECONDARY SCHOOLS,1,10,2,3,1,2018
8298,A1503836,TORCHLIGHT PREPARATORY ACADEMY,304 S 7TH ST,CROCKETT,TX,75835,1,1,55,HOUSTON,48225,611110,ELEMENTARY AND SECONDARY SCHOOLS,3,47,3,17,8,2018
8376,01322956,ST ANTHONY CATHOLIC HIGH SCHOOL,3200 MCCULLOUGH AVE,SAN ANTONIO,TX,78212,1,1,380,BEXAR,48029,611110,ELEMENTARY AND SECONDARY SCHOOLS,2,334,14,17,46,2010
8377,A9504151,SAN ANTONIO COUNTRY DAY MONTESSORI SCHOOL,4194 JUNG RD,SAN ANTONIO,TX,78247,2,1,50,BEXAR,48029,611110,ELEMENTARY AND SECONDARY SCHOOLS,1,44,2,11,6,2010
8378,01323268,ST JOSEPH CATHOLIC SCHOOL,600 S COULTER DR,BRYAN,TX,77803,1,1,355,BRAZOS,48041,611110,ELEMENTARY AND SECONDARY SCHOOLS,3,323,2,17,32,2010
8379,A0503487,TIERRA VISTA MONTESSORI SCHOOL,2400 COMMERCE ST,MARBLE FALLS,TX,78654,2,1,5,BURNET,48053,611110,ELEMENTARY AND SECONDARY SCHOOLS,1,3,2,3,2,2010
8380,A0303134,ST PAUL CHRISTIAN SCHOOL,6565 INDEPENDENCE PKWY,PLANO,TX,75023,6,1,6,COLLIN,48085,611110,ELEMENTARY AND SECONDARY SCHOOLS,1,5,2,6,1,2010
8381,A9304165,PRINCE OF PEACE CATHOLIC SCHOOL,5100 W PLANO PKWY,PLANO,TX,75093,1,1,761,COLLIN,48085,611110,ELEMENTARY AND SECONDARY SCHOOLS,1,715,2,13,46,2009
8382,A9300883,ST CHRISTOPHER MONTESSORI,2600 WESTMINSTER,DALLAS,TX,75225,2,1,43,DALLAS,48113,611110,ELEMENTARY AND SECONDARY SCHOOLS,1,35,2,5,8,2010
8383,01914975,SCOFIELD CHRISTIAN SCHOOL,7730 ABRAMS RD,DALLAS,TX,75231,1,1,104,DALLAS,48113,611110,ELEMENTARY AND SECONDARY SCHOOLS,1,88,2,11,16,2010
8384,A0303160,WEST DALLAS COMMUNITY SCHOOL,2300 CANADA DR,DALLAS,TX,75212,1,1,256,DALLAS,48113,611110,ELEMENTARY AND SECONDARY SCHOOLS,1,229,2,13,27,2010
8385,AB912606,FELLOWSHIP CHRISTIAN ACADEMY,16355 OLD RICHMOND RD,SUGAR LAND,TX,77498,1,1,99,FORT BEND,48157,611110,ELEMENTARY AND SECONDARY SCHOOLS,3,86,2,15,13,2010
8386,AA001161,PINE DRIVE CHRISTIAN SCHOOL,705 FM 517 RD E,DICKINSON,TX,77539,1,1,39,GALVESTON,48167,611110,ELEMENTARY AND SECONDARY SCHOOLS,3,33,2,17,6,2009
8387,BB021832,MEMORIAL CHRISTIAN ACADEMY,1315 S DAIRY ASHFORD RD STE F,HOUSTON,TX,77077,1,1,5,HARRIS,48201,611110,ELEMENTARY AND SECONDARY SCHOOLS,1,4,2,6,1,2010
8410,A0903540,LAKE HILLS MONTESSORI AUSTIN CAMPUS,600 N CUERNAVACA DR,AUSTIN,TX,78733,2,1,17,TRAVIS,48453,611110,ELEMENTARY AND SECONDARY SCHOOLS,1,16,2,4,1,2012
8436,A1171650,ALDEN MONTESSORI SCHOOL,4010 JUSTIN RD,FLOWER MOUND,TX,75077,2,1,39,DENTON,48121,611110,ELEMENTARY AND SECONDARY SCHOOLS,1,30,2,8,9,2014
8498,A1503701,GRACE EPISCOPAL SCHOOL,1314 E UNIVERSITY AVE,GEORGETOWN,TX,78626,7,1,12,WILLIAMSON,48491,611110,ELEMENTARY AND SECONDARY SCHOOLS,1,10,2,3,2,2018
8499,A1390345,MOSAIC ACADEMY,1400 COLLEGE AVE,FORT WORTH,TX,76104,6,1,60,TARRANT,48439,611110,ELEMENTARY AND SECONDARY SCHOOLS,3,50,2,15,10,2018
8739,A1790478,BEREAN CHRISTIAN ACADEMY,1407 W GRAND PKWY S,KATY,TX,77494,1,1,49,FORT BEND,48201,611110,ELEMENTARY AND SECONDARY SCHOOLS,1,44,3,9,5,2019
8740,A1703585,TEXAS TORAH INSTITUTE,6506 FRANKFORD RD,DALLAS,TX,75252,1,1,42,COLLIN,48085,611110,ELEMENTARY AND SECONDARY SCHOOLS,2,38,14,17,4,2019
8741,A9707929,THE CHILDREN'S WORKSHOP,1409 14TH ST,PLANO,TX,75074,1,1,23,COLLIN,48085,611110,ELEMENTARY AND SECONDARY SCHOOLS,1,19,2,10,4,2019
8742,A1790515,THE HUB HOUSTON INC.,4209 GALWAY LN,HOUSTON,TX,77080,4,1,34,HARRIS,48201,611110,ELEMENTARY AND SECONDARY SCHOOLS,2,26,14,17,8,2019
8743,A1503846,VICTORY IN CHRIST CLASSICAL LUTHERAN ACADEMY,508 MAIN ST,NEWARK,TX,76071,3,1,10,WISE,48497,611110,ELEMENTARY AND SECONDARY SCHOOLS,3,7,3,14,3,2019
8752,02060126,BRACKEN CHRISTIAN SCHOOL,670 OLD BOERNE RD,BULVERDE,TX,78163,1,1,264,COMAL,48091,611110,ELEMENTARY AND SECONDARY SCHOOLS,3,234,2,17,30,2010
8761,BB162735,CHRIST THE REDEEMER,11511 HUFFMEISTER RD,HOUSTON,TX,77065,1,1,411,HARRIS,48201,611110,ELEMENTARY AND SECONDARY SCHOOLS,1,382,2,13,29,2019
8762,A1703520,OUR LADY OF GRACE CATHOLIC SCHOOL,626 MARKET ST,PLEASANTON,TX,78064,1,1,64,ATASCOSA,48013,611110,ELEMENTARY AND SECONDARY SCHOOLS,1,56,2,10,8,2019
8841,BB182525,DISTINCT ABILITIES,14045 SPACE CENTER,HOUSTON,TX,77062,6,1,21,HARRIS,48201,611110,ELEMENTARY AND SECONDARY SCHOOLS,1,16,2,8,5,2019
8842,BB182710,MESQUITE FRIENDSHIP CHRISTIAN ACADEMY,2036 HILLVIEW ST,MESQUITE,TX,75149,1,1,27,DALLAS,48113,611110,ELEMENTARY AND SECONDARY SCHOOLS,1,25,3,12,2,2019
8843,A1790497,HYDE PARK HIGH SCHOOL,11400 N MOPAC EXPY,AUSTIN,TX,78759,1,1,746,TRAVIS,48453,611110,ELEMENTARY AND SECONDARY SCHOOLS,3,680,2,17,66,2019
8844,A1703473,IMMACULATE CONCEPTION KINDERGARTEN AND NURSERY,2407 W TRAVIS ST,SAN ANTONIO,TX,78207,6,1,4,BEXAR,48029,611110,ELEMENTARY AND SECONDARY SCHOOLS,1,2,2,3,2,2019
8845,A1703509,MONTESSORI MASTERY SCHOOL OF ODESSA,1415 N GRANDVIEW AVE,ODESSA,TX,79761,2,1,76,ECTOR,48135,611110,ELEMENTARY AND SECONDARY SCHOOLS,3,72,9,17,4,2019
9199,A9106475,HUNTINGTON-SURREY HIGH SCHOOL,5206 BALCONES DR,AUSTIN,TX,78731,1,1,39,TRAVIS,48453,611110,ELEMENTARY AND SECONDARY SCHOOLS,2,32,14,17,7,2010
9202,A9703332,HILL COUNTRY CHRISTIAN SCHOOL OF AUSTIN,3351 LITTLE ELM TRL,CEDAR PARK,TX,78613,1,1,584,WILLIAMSON,48491,611110,ELEMENTARY AND SECONDARY SCHOOLS,3,538,2,17,46,2010
9212,02059846,LEGACY CHRISTIAN ACADEMY,2255 HORAL ST,SAN ANTONIO,TX,78227,1,1,218,BEXAR,48029,611110,ELEMENTARY AND SECONDARY SCHOOLS,3,199,2,17,19,2010
9213,A9300894,FIRST BAPTIST SCHOOL,501 W MUSTANG ST,CALDWELL,TX,77836,1,1,115,BURLESON,48051,611110,ELEMENTARY AND SECONDARY SCHOOLS,1,104,2,13,11,2010
9214,A9703393,ST LUKE CATHOLIC SCHOOL,2850 E PRICE RD,BROWNSVILLE,TX,78521,1,1,98,CAMERON,48061,611110,ELEMENTARY AND SECONDARY SCHOOLS,1,87,2,13,11,2010
9215,01328517,VALLEY CHRISTIAN HIGH SCHOOL,1190 MACKINTOSH DR,BROWNSVILLE,TX,78521,1,1,64,CAMERON,48061,611110,ELEMENTARY AND SECONDARY SCHOOLS,2,59,14,17,5,2009
9216,A0303063,FRISCO MONTESSORI ACADEMY,8890 MEADOW HILL DR,FRISCO,TX,75033,2,1,127,COLLIN,48085,611110,ELEMENTARY AND SECONDARY SCHOOLS,1,111,2,13,16,2010
9217,01932575,NOTRE DAME SCHOOL,2018 ALLEN ST,DALLAS,TX,75204,4,1,174,DALLAS,48113,611110,ELEMENTARY AND SECONDARY SCHOOLS,3,153,1,1,21,2010
9218,A9300857,THE CANTERBURY EPISCOPAL SCHOOL,1708 N WESTMORELAND RD,DESOTO,TX,75115,1,1,234,DALLAS,48113,611110,ELEMENTARY AND SECONDARY SCHOOLS,3,210,2,17,24,2010
9219,A9707990,LITTLE RED SCHOOLHOUSE,412 S BRYAN BELT LINE RD,MESQUITE,TX,75149,1,1,21,DALLAS,48113,611110,ELEMENTARY AND SECONDARY SCHOOLS,1,20,2,9,1,2010
9220,01324363,ST MARY OF CARMEL SCHOOL,1716 SINGLETON BLVD,DALLAS,TX,75212,1,1,160,DALLAS,48113,611110,ELEMENTARY AND SECONDARY SCHOOLS,1,146,2,13,14,2010
9221,01328867,MONTESSORI EPISCOPAL SCHOOL,602 N OLD ORCHARD LN,LEWISVILLE,TX,75077,2,1,15,DENTON,48121,611110,ELEMENTARY AND SECONDARY SCHOOLS,1,11,2,3,4,2010
9222,01608593,O'CONNELL COLLEGE PREPARATORY SCHOOL,1320 23RD ST,GALVESTON,TX,77550,1,1,110,GALVESTON,48167,611110,ELEMENTARY AND SECONDARY SCHOOLS,2,97,14,17,13,2010
9223,BB964644,FRIENDSWOOD CHILDRENSS HOUSE,304 W EDGEWOOD,FRIENDSWOOD,TX,77546,2,1,33,GALVESTON,48167,611110,ELEMENTARY AND SECONDARY SCHOOLS,1,28,2,4,5,2009
9224,A0790168,NEW LIFE CHRISTIAN SCHOOL,800 DOYLE ST,LONGVIEW,TX,75601,1,1,27,GREGG,48183,611110,ELEMENTARY AND SECONDARY SCHOOLS,3,23,3,17,4,2010
9225,BB942983,SMALLER SCHOLARS MONTESSORI,1685 S DAIRY ASHFORD RD,HOUSTON,TX,77077,2,1,97,HARRIS,48201,611110,ELEMENTARY AND SECONDARY SCHOOLS,1,72,2,11,25,2009
9226,BB001088,ST PAUL'S SCHOOL,5501 MAIN ST,HOUSTON,TX,77004,6,1,20,HARRIS,48201,611110,ELEMENTARY AND SECONDARY SCHOOLS,1,18,2,3,2,2009
9244,BB061594,PRIMROSE SCHOOL OF NORTH MASON CREEK,21480 PARK ROW DR,KATY,TX,77449,7,1,46,HARRIS,48201,611110,ELEMENTARY AND SECONDARY SCHOOLS,1,36,2,5,10,2010
9245,02121828,ST ANNE CATHOLIC SCHOOL,1111 S CHERRY ST,TOMBALL,TX,77375,1,1,347,HARRIS,48201,611110,ELEMENTARY AND SECONDARY SCHOOLS,1,325,2,13,22,2009
9246,01329703,SAN MARCOS ADVENTIST JUNIOR ACADEMY,1523 OLD RANCH RD 12,SAN MARCOS,TX,78666,1,1,50,HAYS,48209,611110,ELEMENTARY AND SECONDARY SCHOOLS,3,45,3,15,5,2010
9247,A9504064,LEVELLAND CHRISTIAN SCHOOL,1905 CACTUS DR,LEVELLAND,TX,79336,2,1,21,HOCKLEY,48219,611110,ELEMENTARY AND SECONDARY SCHOOLS,1,15,2,13,6,2010
9248,02061662,GREENVILLE CHRISTIAN SCHOOL,8420 JACK FINNEY BLVD,GREENVILLE,TX,75402,1,1,232,HUNT,48231,611110,ELEMENTARY AND SECONDARY SCHOOLS,3,210,2,17,22,2010
9249,01324024,MOST PRECIOUS BLOOD CATHOLIC SCHOOL,3502 SARATOGA BLVD,CORPUS CHRISTI,TX,78415,1,1,145,NUECES,48355,611110,ELEMENTARY AND SECONDARY SCHOOLS,1,131,2,10,14,2010
9250,A9106426,HOLY CROSS CATHOLIC ACADEMY,4110 S BONHAM ST,AMARILLO,TX,79110,1,1,104,RANDALL,48381,611110,ELEMENTARY AND SECONDARY SCHOOLS,3,95,11,17,9,2010
9251,01635142,CALVARY CHRISTIAN ACADEMY,1401 OAKHURST SCENIC DR,FORT WORTH,TX,76111,1,1,366,TARRANT,48439,611110,ELEMENTARY AND SECONDARY SCHOOLS,3,329,2,17,37,2010
9252,AA000042,THE MONTESSORI ACADEMY OF ARLINGTON,3428 W ARKANSAS LN,ARLINGTON,TX,76016,2,1,103,TARRANT,48439,611110,ELEMENTARY AND SECONDARY SCHOOLS,1,89,2,11,14,2009
9253,A0771763,FIRST FAITH PRESCHOOL & KINDERGARTEN,777 N WALNUT CREEK DR,MANSFIELD,TX,76063,6,1,13,TARRANT,48439,611110,ELEMENTARY AND SECONDARY SCHOOLS,1,12,2,3,1,2010
9254,A9708029,TATE SPRINGS CHRISTIAN SCHOOL,4001 LITTLE RD,ARLINGTON,TX,76016,1,1,144,TARRANT,48439,611110,ELEMENTARY AND SECONDARY SCHOOLS,1,130,2,11,14,2009
9255,01328404,TEMPLE CHRISTIAN SCHOOLS,6824 RANDOL MILL RD,FORT WORTH,TX,76120,1,1,510,TARRANT,48439,611110,ELEMENTARY AND SECONDARY SCHOOLS,3,462,2,17,48,2009
9288,A1171667,CHILDREN'S COURTYARD,8401 KUYKENDAHL RD,THE WOODLANDS,TX,77382,1,1,9,MONTGOMERY,48339,611110,ELEMENTARY AND SECONDARY SCHOOLS,1,8,2,6,1,2014
9289,02163449,REDD SCHOOL,4820 STRACK RD,HOUSTON,TX,77069,1,1,104,HARRIS,48201,611110,ELEMENTARY AND SECONDARY SCHOOLS,1,88,2,13,16,2014
9376,A1503695,GENESIS CHRISTIAN SCHOOL,9426 TELEPHONE RD,HOUSTON,TX,77075,1,1,185,HARRIS,48201,611110,ELEMENTARY AND SECONDARY SCHOOLS,3,169,2,17,16,2018
9377,A1503788,ST CLEMENT'S PARISH SCHOOL,600 MONTANA AVE,EL PASO,TX,79902,1,1,301,EL PASO,48141,611110,ELEMENTARY AND SECONDARY SCHOOLS,1,273,2,13,28,2018
9378,A1392041,THE JOULE SCHOOL,3402 LITTLE ELM TRL,CEDAR PARK,TX,78613,1,1,24,WILLIAMSON,48491,611110,ELEMENTARY AND SECONDARY SCHOOLS,1,20,3,13,4,2018
9379,A1503830,THE VINE SCHOOL,2911D N AZALEA ST,VICTORIA,TX,77901,4,1,33,VICTORIA,48469,611110,ELEMENTARY AND SECONDARY SCHOOLS,3,24,1,1,9,2018
9418,A0903501,CHRISTIAN COTTAGE PREP,6815 MANHATTAN BLVD # 107,FORT WORTH,TX,76120,1,1,15,TARRANT,48439,611110,ELEMENTARY AND SECONDARY SCHOOLS,1,11,6,13,4,2012
9436,02060341,ST PHILIPS SCHOOL & COMMUNITY CENTER,1600 PENNSYLVANIA AVE,DALLAS,TX,75215,1,1,169,DALLAS,48113,611110,ELEMENTARY AND SECONDARY SCHOOLS,1,151,2,11,18,2012
9437,01325061,OUR LADY OF GUADALUPE SCHOOL,2405 NAVIGATION BLVD,HOUSTON,TX,77003,1,1,177,HARRIS,48201,611110,ELEMENTARY AND SECONDARY SCHOOLS,1,164,2,13,13,2012
9584,A0303094,SAN JUAN DIEGO CATHOLIC HIGH SCHOOL,800 HERNDON LN,AUSTIN,TX,78704,1,1,145,TRAVIS,48453,611110,ELEMENTARY AND SECONDARY SCHOOLS,2,132,14,17,13,2010
9626,A1703519,ORATORY ATHENAEUM FOR UNIVERSITY PREP,1407 W MOORE RD,PHARR,TX,78577,1,1,306,HIDALGO,48215,611110,ELEMENTARY AND SECONDARY SCHOOLS,3,285,2,17,21,2019
9699,A0903493,CASTLE MOUND MONTESSORI,3200 PETERS COLONY RD,FLOWER MOUND,TX,75022,2,1,13,DENTON,48121,611110,ELEMENTARY AND SECONDARY SCHOOLS,1,10,2,3,3,2019
9700,A1703448,FORTIS ACADEMY,15611 HWY 29,LIBERTY HILL,TX,78642,3,1,139,WILLIAMSON,48491,611110,ELEMENTARY AND SECONDARY SCHOOLS,3,129,3,16,10,2019
9701,A1790494,FUSION ACADEMY SLK: SOUTHLAKE,301 STATE ST STE 200,SOUTHLAKE,TX,76092,6,1,51,TARRANT,48439,611110,ELEMENTARY AND SECONDARY SCHOOLS,2,33,12,17,18,2019
9941,K9306011,FAITH LUTHERAN SCHOOL,111 SUMAC RD,HUNTSVILLE,TX,77340,1,1,64,WALKER,48471,611110,ELEMENTARY AND SECONDARY SCHOOLS,1,58,2,9,6,2009
9942,A0303110,NOTRE DAME CATHOLIC SCHOOL,2821 LANSING BLVD,WICHITA FALLS,TX,76309,1,1,223,WICHITA,48485,611110,ELEMENTARY AND SECONDARY SCHOOLS,3,202,2,17,21,2009
9968,A0903603,YESHIVA TORAT EMET,11330 BRAESRIDGE DR,HOUSTON,TX,77071,1,1,195,HARRIS,48201,611110,ELEMENTARY AND SECONDARY SCHOOLS,1,173,2,13,22,2012
9989,01325196,ST FRANCIS DE SALES SCHOOL,8100 ROOS RD,HOUSTON,TX,77036,1,1,353,HARRIS,48201,611110,ELEMENTARY AND SECONDARY SCHOOLS,1,321,2,13,32,2012
10005,A0303027,ALPINE CHRISTIAN ACADEMY,610 E LOOP 281,LONGVIEW,TX,75605,7,1,21,GREGG,48183,611110,ELEMENTARY AND SECONDARY SCHOOLS,1,17,2,3,4,2014
10006,A9106432,BENDING OAKS HIGH SCHOOL,11884 GREENVILLE AVE STE 120,DALLAS,TX,75243,6,1,44,DALLAS,48113,611110,ELEMENTARY AND SECONDARY SCHOOLS,2,36,13,17,8,2014
10007,BB981471,MONTESSORI CHILDRENS SCHOOL,8007 QUEENSTON BLVD,HOUSTON,TX,77095,2,1,7,HARRIS,48201,611110,ELEMENTARY AND SECONDARY SCHOOLS,1,6,3,3,1,2014
10008,A0992062,PEACEFUL BEGINNINGS MONTESSORI ACADEMY,3531 S DAIRY ASHFORD RD STE D,HOUSTON,TX,77082,2,1,16,HARRIS,48201,611110,ELEMENTARY AND SECONDARY SCHOOLS,1,15,2,4,1,2014
10009,A0903567,PRIMROSE SCHOOL OF BENT TRAIL,18601 PRESTON RD,DALLAS,TX,75252,7,1,6,COLLIN,48085,611110,ELEMENTARY AND SECONDARY SCHOOLS,1,5,2,3,1,2014
10024,A0990109,CEDAR HILL PREPARTORY ACADEMY,1513 S HWY 67,CEDAR HILL,TX,75104,4,1,61,DALLAS,48113,611110,ELEMENTARY AND SECONDARY SCHOOLS,3,35,5,17,26,2018
10110,BB130523,ST IGNATIUS COLLEGE PREP,8109 SHELTON DR,FORT WORTH,TX,76120,1,1,42,TARRANT,48439,611110,ELEMENTARY AND SECONDARY SCHOOLS,2,32,14,17,10,2018
10111,A1503835,TORAH GIRLS ACADEMY OF TEXAS,10101 FONDREN RD STE 136,HOUSTON,TX,77096,1,1,21,HARRIS,48201,611110,ELEMENTARY AND SECONDARY SCHOOLS,2,20,14,17,1,2018
10186,01327182,TMI EPISCOPAL,20955 W TEJAS TRL,SAN ANTONIO,TX,78257,1,1,522,BEXAR,48029,611110,ELEMENTARY AND SECONDARY SCHOOLS,3,467,11,17,55,2010
10187,A9707933,COLONIAL HILLS UNITED METHODIST SCHOOL,5247 VANCE JACKSON RD,SAN ANTONIO,TX,78230,7,1,14,BEXAR,48029,611110,ELEMENTARY AND SECONDARY SCHOOLS,1,12,2,3,2,2010
10188,A0771860,SUBURBAN SCHOOL,5409 ENCINO PARK RD,SAN ANTONIO,TX,78240,7,1,16,BEXAR,48029,611110,ELEMENTARY AND SECONDARY SCHOOLS,1,14,2,3,2,2010
10189,AA000128,BETHEL SDA SCHOOL,489 S KINGS HWY,TEXARKANA,TX,75501,1,1,10,BOWIE,48037,611110,ELEMENTARY AND SECONDARY SCHOOLS,1,8,3,12,2,2010
10190,01324647,ST PATRICK CATHEDRAL SCHOOL,1111 N STANTON ST,EL PASO,TX,79902,1,1,197,EL PASO,48141,611110,ELEMENTARY AND SECONDARY SCHOOLS,1,185,2,13,12,2010
10191,A9703364,MT FRANKLIN CHRISTIAN ACADEMY,201 E SUNSET RD,EL PASO,TX,79922,1,1,86,EL PASO,48141,611110,ELEMENTARY AND SECONDARY SCHOOLS,1,74,2,13,12,2010
10192,A0303130,SIMONTON CHRISTIAN ACADEMY,9703 FM 1489,SIMONTON,TX,77476,1,1,36,FORT BEND,48157,611110,ELEMENTARY AND SECONDARY SCHOOLS,1,29,2,9,7,2010
10193,A9707940,EAST END PRESCHOOL INC,1903 CHURCH ST,GALVESTON,TX,77550,7,1,9,GALVESTON,48167,611110,ELEMENTARY AND SECONDARY SCHOOLS,1,4,2,3,5,2009
10194,02060851,EMMANUEL CHRISTIAN SCHOOL,1214 SAINT LOUIS ST,GONZALES,TX,78629,1,1,26,GONZALES,48177,611110,ELEMENTARY AND SECONDARY SCHOOLS,3,21,3,16,5,2010
10195,A0303085,HOLY TRINITY EPISCOPAL SCHOOL OF GREATER HOUSTON,11810 LOCKWOOD RD,HOUSTON,TX,77044,1,1,105,HARRIS,48201,611110,ELEMENTARY AND SECONDARY SCHOOLS,3,93,2,17,12,2010
10196,BB061509,GREENWOOD PRESCHOOL,12135 MIGHTY OAK DR,HOUSTON,TX,77066,6,1,53,HARRIS,48201,611110,ELEMENTARY AND SECONDARY SCHOOLS,1,39,2,6,14,2010
10210,01326633,ST MARK LUTHERAN SCHOOL,1515 HILLENDAHL BLVD,HOUSTON,TX,77055,1,1,218,HARRIS,48201,611110,ELEMENTARY AND SECONDARY SCHOOLS,1,193,2,13,25,2009
10211,A0503455,OUR LADY OF THE HILLS REG CATHOLIC HIGH SCHOOL,235 PETERSON FARM RD,KERRVILLE,TX,78028,1,1,118,KERR,48265,611110,ELEMENTARY AND SECONDARY SCHOOLS,2,105,14,17,13,2010
10212,A9707924,CENTRAL PRESBYTERIAN DAY SCHOOL,309 S CHURCH ST,PARIS,TX,75460,6,1,12,LAMAR,48277,611110,ELEMENTARY AND SECONDARY SCHOOLS,1,11,2,3,1,2009
10213,02163201,CHRIST THE KING CATHEDRAL SCHOOL,4011 54TH ST,LUBBOCK,TX,79413,1,1,382,LUBBOCK,48303,611110,ELEMENTARY AND SECONDARY SCHOOLS,3,337,2,17,45,2009
10214,01327058,ST JAMES EPISCOPAL SCHOOL,602 S CARANCAHUA ST,CORPUS CHRISTI,TX,78401,1,1,182,NUECES,48355,611110,ELEMENTARY AND SECONDARY SCHOOLS,1,162,2,13,20,2009
10215,01328608,FIRST BAPTIST SCHOOL,3115 OCEAN DR,CORPUS CHRISTI,TX,78404,1,1,45,NUECES,48355,611110,ELEMENTARY AND SECONDARY SCHOOLS,1,37,2,10,8,2009
10216,01327794,PANTEGO CHRISTIAN ACADEMY - ARLINGTON CAMPUS,2201 W PARK ROW DR,ARLINGTON,TX,76013,1,1,581,TARRANT,48439,611110,ELEMENTARY AND SECONDARY SCHOOLS,3,522,2,17,59,2009
10217,02062473,COVENANT CHRISTIAN ACADEMY,901 CHEEK SPARGER RD,COLLEYVILLE,TX,76034,1,1,631,TARRANT,48439,611110,ELEMENTARY AND SECONDARY SCHOOLS,3,576,2,17,55,2009
10218,A9300927,NAZARENE CHRISTIAN ACADEMY,2001 E MAIN ST,CROWLEY,TX,76036,1,1,335,TARRANT,48439,611110,ELEMENTARY AND SECONDARY SCHOOLS,3,306,3,17,29,2009
10220,A0771730,BLUEBONNET MONTESSORI SCHOOL OF LAKEWAY,15099 DEBBA DR,AUSTIN,TX,78734,2,1,23,TRAVIS,48453,611110,ELEMENTARY AND SECONDARY SCHOOLS,1,21,2,8,2,2010
10221,01327229,UNITED DAY SCHOOL,1701 SAN ISIDRO PKWY,LAREDO,TX,78045,1,1,357,WEBB,48479,611110,ELEMENTARY AND SECONDARY SCHOOLS,1,333,2,13,24,2009
10253,A0903512,EXPLORATIONS PREPARATORY SCHOOL,1501 FLOWER MOUND RD,FLOWER MOUND,TX,75028,3,1,134,DENTON,48121,611110,ELEMENTARY AND SECONDARY SCHOOLS,1,118,2,13,16,2012
10254,A0903631,TURNING POINT CHRISTIAN ACADEMY,1221 E PARKERVILLE RD,DESOTO,TX,75115,1,1,23,DALLAS,48113,611110,ELEMENTARY AND SECONDARY SCHOOLS,3,18,3,15,5,2012
10491,01327535,ST CYPRIAN'S EPISCOPAL SCHOOL,1115 S JOHN REDDITT DR,LUFKIN,TX,75904,1,1,122,ANGELINA,48005,611110,ELEMENTARY AND SECONDARY SCHOOLS,1,107,2,13,15,2010
10492,AA001278,SCENIC HILLS CHRISTIAN ACADEMY,11223 BANDERA RD,SAN ANTONIO,TX,78250,1,1,122,BEXAR,48029,611110,ELEMENTARY AND SECONDARY SCHOOLS,3,114,2,17,8,2010
10493,K9306054,THE CIRCLE SCHOOL,217 PERSHING AVE,SAN ANTONIO,TX,78209,6,1,69,BEXAR,48029,611110,ELEMENTARY AND SECONDARY SCHOOLS,1,62,2,13,7,2010
10494,A0109374,FAITH ACADEMY OF MARBLE FALLS,3151 E FM 1431,MARBLE FALLS,TX,78654,3,1,304,BURNET,48053,611110,ELEMENTARY AND SECONDARY SCHOOLS,3,278,3,17,26,2010
10495,A0771821,PEBBLECREEK MONTESSORI,600 OLD CUSTER RD,ALLEN,TX,75013,2,1,25,COLLIN,48085,611110,ELEMENTARY AND SECONDARY SCHOOLS,1,18,2,11,7,2010
10496,A0303126,SPRING CREEK ACADEMY,6000 CUSTER RD BLDG 5,PLANO,TX,75023,1,1,129,COLLIN,48085,611110,ELEMENTARY AND SECONDARY SCHOOLS,3,112,8,17,17,2010
10497,01328492,TYLER STREET CHRISTIAN ACADEMY,915 W 9TH ST,DALLAS,TX,75208,1,1,162,DALLAS,48113,611110,ELEMENTARY AND SECONDARY SCHOOLS,3,140,2,17,22,2010
10498,A0109513,THE WINSTON SCHOOL,5707 ROYAL LN,DALLAS,TX,75229,4,1,173,DALLAS,48113,611110,ELEMENTARY AND SECONDARY SCHOOLS,3,140,6,17,33,2010
10499,01323064,ST ANTHONY CATHOLIC SCHOOL,120 W PARK AVE,HEREFORD,TX,79045,1,1,105,DEAF SMITH,48117,611110,ELEMENTARY AND SECONDARY SCHOOLS,1,97,2,11,8,2010
10500,01325877,ST JOHNS EPISCOPAL SCHOOL,401 N COUNTY RD W,ODESSA,TX,79760,1,1,164,ECTOR,48135,611110,ELEMENTARY AND SECONDARY SCHOOLS,1,149,2,13,15,2009
10501,A9708023,ST MARKS SCHOOL,5005 LOVE RD,EL PASO,TX,79922,1,1,444,EL PASO,48141,611110,ELEMENTARY AND SECONDARY SCHOOLS,1,412,2,13,32,2010
10502,A9707979,THE HONOR ROLL SCHOOL,4111 SWEETWATER BLVD,SUGAR LAND,TX,77479,1,1,631,FORT BEND,48157,611110,ELEMENTARY AND SECONDARY SCHOOLS,1,606,2,13,25,2009
10503,BB021875,CHRISTIAN LIFE CENTER ACADEMY,806 RUSSELL PALMER RD,KINGWOOD,TX,77396,1,1,44,MONTGOMERY,48201,611110,ELEMENTARY AND SECONDARY SCHOOLS,3,37,2,17,7,2010
10504,01325152,ST AGNES ACADEMY SCHOOL,9000 BELLAIRE BLVD,HOUSTON,TX,77036,1,1,1002,HARRIS,48201,611110,ELEMENTARY AND SECONDARY SCHOOLS,2,916,14,17,86,2010
10505,BB943294,THE HOUSE AT POOH CORNER,2808 FERNDALE ST,HOUSTON,TX,77098,6,1,24,HARRIS,48201,611110,ELEMENTARY AND SECONDARY SCHOOLS,1,23,2,4,1,2009
